Name New_name
AO054 AO054_C
AO32 AO32_C
AO79 AO79_C
CN12086 CN12086_W
CN276 CN276_C
CN2903 CN2903_W
CN2944 CN2944_C
CN2974 CN2974_W
CN3729 CN3729_C
CN3763 CN3763_E
CN706 CN706_W
CN7197 CN7197_E
CN743 CN743_W
CN849 CN849_W
S1872 S1872_E
S6074 S6074_C
SPM001367 SPM001367_W
UAE18 UAE18_W
UAE48 UAE48_E
