Name low mid high
S8060 0 0 1
CN3575 0 1 0
CN201 0 1 0
CN292 0 0 1
CN9 0 0 1
CN23 0 0 1
CN3197 0 0 1
CN3963 0 0 1
CN3770 0 0 1
CN2844 0 0 1
CN54 0 0 1
CN4236 0 0 1
CN3915 0 1 0
CN10042 0 0 1
S7852 0 0 1
UAE36 0 1 0
UAE9 0 1 0
CN916 1 0 0
CN8679 0 1 0
CN7969 0 1 0
CN8356 0 1 0
UAE10 0 1 0
UAE11 0 1 0
UAE19 1 0 0
UAE14 1 0 0
UAE15 1 0 0
UAE13 0 1 0
UAE7 0 1 0
UAE8 0 1 0
CN1022 1 0 0
S3005 1 0 0
S5149 0 1 0
