Name low mid high
CN3291 0 1 0
CN3932 0 0 1
CN3752 0 1 0
CN263 0 1 0
CN2829 0 1 0
CN3351 0 1 0
CN667 0 1 0
CN5724 0 0 1
CAS225340 0 0 1
SS9_10 0 0 1
CN2832 0 1 0
CN3868 0 1 0
CN846 1 0 0
CN725 1 0 0
S7684 1 0 0
S7618 1 0 0
SS9_11 0 1 0
CN7234 0 1 0
CN7665 0 1 0
CN3672 1 0 0
CN2640 1 0 0
CN8691 0 1 0
